,elapsed_time_seconds,distance_meters,elev_high_meters,elev_low_meters,average_heartrate,sport_type
566,5337,18950.0,282.2,239.8,,Run
567,3577,11623.0,22.0,10.8,,Run
568,1381,4488.6,165.6,158.9,,Run
569,3352,10809.2,280.6,239.0,,Run
570,2600,8357.5,294.1,237.2,,Run
571,1704,6014.2,284.4,242.3,,Run
572,2009,6481.3,165.1,156.1,,Run
573,1335,4705.4,164.3,158.3,,Run
574,995,2890.7,164.2,159.6,,Run
575,1616,5118.6,160.8,146.9,,Run
576,2172,5718.9,166.8,159.3,,Run
577,2690,8973.4,165.1,154.2,,TrailRun
578,3708,10107.3,161.4,146.9,,Run
579,2223,6668.5,164.2,156.1,,Run
580,4552,15104.4,44.6,32.4,,Run
581,2344,7825.0,44.3,36.5,,Run
582,1997,6142.7,65.7,18.2,,Run
583,3064,9510.8,159.4,146.9,,Run
584,2354,8387.9,294.1,237.7,,Run
585,7119,16228.5,1205.5,520.7,,TrailRun
586,2891,10270.5,163.0,147.1,,Run
587,13871,31274.8,164.1,61.9,,TrailRun
588,2980,10123.0,164.3,155.9,,Run
589,1386,4281.5,164.2,159.7,,Run
590,2307,7432.6,24.7,14.2,,Run
591,4769,12497.2,20.8,4.6,,Run
592,4123,13076.9,165.1,87.5,,TrailRun
593,3969,10051.6,165.1,93.0,,Run
594,2320,6513.2,164.2,156.9,,Run
595,6786,20475.1,165.7,78.1,,TrailRun
596,3421,10890.4,165.1,100.3,,Run
597,2413,8737.1,161.4,147.1,,Run
598,2090,6497.9,133.4,79.2,,Run
599,3959,12033.3,165.1,150.9,,TrailRun
600,3758,12032.5,169.1,150.9,,TrailRun
601,4299,12786.0,165.1,150.9,,Run
602,2173,6952.8,330.5,259.5,,TrailRun
603,27331,48963.7,1265.0,363.4,,TrailRun
604,1666,5043.8,165.2,154.5,,Run
605,3645,10867.1,161.3,91.9,,TrailRun
606,4454,13588.5,165.1,93.0,,TrailRun
607,2304,6107.1,166.1,91.9,,TrailRun
608,3165,10331.4,163.8,91.4,,Run
609,1783,6677.9,48.8,32.1,,Run
610,4595,14237.8,165.1,91.4,,Run
611,4520,14153.1,166.1,91.7,,TrailRun
612,2179,7213.1,57.1,37.0,,Run
613,3790,11398.3,345.3,259.5,,TrailRun
614,2716,8624.8,330.4,259.5,,TrailRun
615,3341,9027.8,44.3,36.2,,Run
616,3610,11806.8,165.1,100.3,,TrailRun
617,2321,6537.9,166.0,91.4,,Run
618,2376,8102.6,61.8,51.7,,Run
619,3749,11243.5,166.0,93.0,,Run
620,3245,9167.0,165.2,90.9,,TrailRun
621,3194,9502.6,164.1,80.7,,TrailRun
622,3088,10026.4,27.1,18.7,,Run
623,1383,5332.2,27.1,19.8,,Run
624,4090,11100.5,36.4,5.9,,TrailRun
625,24752,42244.8,819.1,10.2,,TrailRun
626,20670,27270.3,2047.6,808.7,,TrailRun
627,23609,29466.4,2549.4,1107.4,,TrailRun
628,28812,32011.9,2244.9,1118.8,,TrailRun
629,35520,36422.3,2663.3,1676.8,,TrailRun
630,23533,25629.2,2699.2,1601.6,,TrailRun
631,25639,30725.4,2630.0,1361.4,,TrailRun
632,3555,8574.8,159.3,3.3,,TrailRun
